sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
0147,士林運動中心,32,19,士林區,20200927193431,25.089175,121.521814,承德路四段/大南路(東北側),Shilin Dist.,Shilin Sports Center,"Sec. 4, Chengde Rd./Danan Rd.",11,1
0148,捷運明德站,68,24,北投區,20200927193425,25.110331,121.518316,致遠一路一段46巷/西安街一段(東南側),Beitou Dist.,MRT Mingde Sta.,"Ln. 46, Sec. 1, Zhiyuan 1st Rd./Sec. 1, Xi’an St.",35,1
0149,北投運動中心,62,22,北投區,20200927193435,25.116665,121.509621,石牌路一段39巷100號前,Beitou Dist.,Beitou Sports Center,"No.100, Ln. 39, Sec. 1, Shipai Rd.",39,1
0150,松德公園,38,12,信義區,20200927193416,25.036568,121.57343,松德路168巷20號前,Xinyi Dist.,Songde Park,"No.20, Ln. 168, Songde Rd.",26,1
0151,考試院,34,19,文山區,20200927193436,24.987507,121.549827,試院路(雙號)/木柵路一段(東北側)(鄰近文山親子館),Wenshan Dist.,Examination Yuan,"Shiyuan Rd. / Sec. 1, Muzha Rd., ",15,1
0152,百齡國小,40,7,士林區,20200927193419,25.08521,121.519175,前港街100巷/前港街(北方),Shilin Dist.,Bailing Elementary School,"Ln. 100, Qiangang St. / Qiangang St.",33,1
0153,蔣渭水紀念公園,36,8,大同區,20200927193416,25.059885,121.516299,錦西街51號對面,Datong Dist.,Jiang Wei-shui Memorial Park,"No.51, Jinxi St., Datong Dist.",26,1
0154,中正基河路口,38,15,士林區,20200927193427,25.093396,121.519867,中正路420號前(鄰近台北市立天文科學教育館),Shilin Dist.,Zhongzheng & Jihe Intersection,"No.420, Zhongzheng Rd.",23,1
0155,瑞光港墘路口,30,7,內湖區,20200927193423,25.076193,121.57505,瑞光路/港墘路(西南側),Neihu Dist.,Ruiguang & Gangqian Intersection,Ruiguang Rd. / Gangqian Rd.,23,1
0156,東湖國小,38,18,內湖區,20200927193444,25.068530,121.61538,東湖路/東湖路119巷(西北側),Neihu Dist.,Donghu Elementary School,"Donghu Rd. / Ln. 119, Donghu Rd.",19,1
0157,麗山國小,42,10,內湖區,20200927193423,25.082703,121.571467,內湖路一段411巷/內湖路一段411巷19弄(東北側),Neihu Dist.,Lishan Elementary School,"Ln. 411, Sec. 1, Neihu Rd. / Aly. 19, Ln. 411, Sec. 1, Neihu Rd.",32,1
0158,捷運東湖站,48,12,內湖區,20200927193433,25.067026,121.61355,安康路315巷/五分街14巷(西側),Neihu Dist.,MRT Donghu Sta.,"Ln. 315, Ankang Rd./Ln. 14, Wufen St.",35,1
0159,捷運西湖站(1號出口),36,11,內湖區,20200927193440,25.082866,121.566695,環山路一段9巷/內湖路一段285巷(西南側),Neihu Dist.,MRT Xihu Sta. (Exit 1),"Ln. 9, Sec. 1, Huanshan Rd./Ln. 285, Sec. 1, Neihu Rd.",22,1
0161,大豐公園,56,31,北投區,20200927193432,25.131143,121.503768,磺港路/大興街(東北側),Beitou Dist.,Dafong Park,Huanggang Rd. / Daxing St.,25,1
0162,捷運中山國小站(4號出口),70,38,中山區,20200927193445,25.062924,121.52772,民權東路一段/新生北路三段(北側)(新生高架橋下),Zhongshan Dist.,MRT Zhongshan Elementary School sta.(Exit 4),"Sec. 1, Minquan E. Rd./Sec. 3, Xinsheng N. Rd",31,1
0163,捷運麟光站,72,15,大安區,20200927193439,25.018097,121.559279,和平東路三段/和平東路三段416巷(捷運高架橋下)(鄰近富陽自然生態公園),Daan Dist.,MRT Linguang Sta.,"Sec. 3, Heping E. Rd./Ln. 416,Sec. 3, Heping E. Rd.",56,1
0164,捷運奇岩站,56,12,北投區,20200927193416,25.126286,121.500801,北投路一段/三合街二段(東北側),Beitou Dist.,MRT Qiyan Sta.,"Sec. 1, Beitou Rd./Sec. 2, Sanhe St.",44,1
0165,捷運唭哩岸站(2號出口),62,19,北投區,20200927193432,25.120788,121.505693,西安街二段/立農街一段257巷(鄰近慈生宮),Beitou Dist.,MRT Qilian Sta. (Exit 2),"Sec. 2, Xi'an St./Ln. 257,Sec. 2, Linong St.",43,1
0166,臺北市立景美女中,34,15,文山區,20200927193439,24.980602,121.556177,木新路三段/一壽街(西北側),Wenshan Dist.,Taipei JingMei Girls High School,"Sec. 3, Muxin Rd./Yishou St.",18,1
0167,臺北市立天文館,50,13,士林區,20200927193450,25.095714,121.518046,基河路363號前(鄰近台北市立天文科學教育館/國立台灣科學教育館),Shilin Dist.,Taipei Astronomical Museum,"No.363, Jihe Rd.",36,1
0168,河堤國小,44,5,中正區,20200927193417,25.02288,121.522855,金門街12巷23弄1號旁,Zhongzheng Dist.,Heti Elementary School,"No.1, Aly. 23, Lane 12, Jinmen St.",38,1
0169,植物園,44,12,中正區,20200927193418,25.030015,121.509813,和平西路二段100號前(鄰近台北植物園/國立歷史博物館/131 Fun心玩親子館),Zhongzheng Dist.,Taipei Botanical Garden,"No.100, Sec. 2, Heping W. Rd.",31,1
0170,新東公園,50,17,松山區,20200927193425,25.059245,121.568883,民生東路五段/塔悠路(西南側),Songshan Dist.,XinDong Park,"Sec. 5, Minsheng E. Rd./Tayou Rd.",33,1
0171,文山運動中心,38,24,文山區,20200927193437,24.996842,121.559651,興隆路三段/興隆路三段192巷8弄,Wenshan Dist.,Taipei Wen Shan Sports Center,"Sec. 3, Xinglong Rd./Aly. 8, Ln. 192, Sec. 3, Xinglong Rd.",13,1
0172,捷運南京三民站(1號出口),24,0,松山區,20200927193423,25.051562,121.562891 ,南京東路五段/三民路(西北側),Songshan Dist.,MRT Nanjing Sanmin Sta. (Exit 1),"Sec. 5, Nanjing E. Rd./Sanmin Rd.",24,1
0173,捷運松江南京站(7號出口),56,19,中山區,20200927193444,25.052181 ,121.533211 ,松江路/南京東路二段(東北側)(鄰近四平陽光商圈),Zhongshan Dist.,MRT Songjiang Nanjing Sta. (Exit 7),"Sec. 2, Nanjing E. Rd./Sec. 2, Nanjing E. Rd.",37,1
0174,捷運小巨蛋站(5號出口),48,28,松山區,20200927193432,25.051702 ,121.553057 ,南京東路四段/健康路(東北側)(鄰近台北田徑場),Songshan Dist.,MRT Taipei Arena Sta. (Exit 5),"Sec. 4, Nanjing E. Rd./Jiankang Rd.",20,1
0175,捷運南京復興站(5號出口),52,19,松山區,20200927193432,25.051618 ,121.544847 ,南京東路三段/南京東路三段256巷(東南側),Songshan Dist.,MRT Nanjing Fuxing Sta. (Exit 5),"Sec. 3, Nanjing E. Rd./Ln. 256, Sec. 3, Nanjing E. Rd.",32,1
0176,興安華城,94,67,中山區,20200927193419,25.055997 ,121.542318 ,興安街/遼寧街,Zhongshan Dist.,Xingan Huacheng Community,Xing’an St./Liaoning St.,22,1
0177,葫蘆國小,40,15,士林區,20200927193415,25.082538 ,121.507495 ,環河北路三段/葫蘆街(東北側),Shilin Dist.,Hulu Elementary School,"Sec. 3, Huanhe N. Rd./Hulu St.",25,1
0178,延平國宅,32,7,士林區,20200927193429,25.078908 ,121.510306 ,延平北路五段一巷40號前,Shilin Dist.,Yanping Public Housing,"No.40, Ln. 1, Sec. 5, Yanping N. Rd.",25,1
0179,南港公園,52,34,南港區,20200927193423,25.041355,121.59073,福德街383號對面(南港公園出口前),Nangang Dist.,Nangang Park,"No.383, Fude St.",18,1
0180,福華商場,40,12,內湖區,20200927193431,25.068770,121.592654,民權東路六段/民權東路六段180巷(石潭平面停車場內)(鄰近防災科學教育館),Neihu Dist.,Fuhua Market,"Sec. 6, Minquan E. Rd./Ln. 180, Sec. 6, Minquan E. Rd.",28,1
0181,建國和平路口,52,30,大安區,20200927193421,25.025850 ,121.537383 ,建國南路二段/和平東路二段(西北側),Daan Dist.,JianGuo & Heping Intersection,"Sec. 2, Jianguo S. Rd./Sec. 2, Heping E. Rd.",22,1
0182,捷運古亭站(2號出口),50,15,中正區,20200927193415,25.025300 ,121.523537 ,羅斯福路二段/羅斯福路二段174巷(捷運古亭站2號出口前),Zhongzheng Dist.,MRT Guting Sta. (Exit 2),"Sec. 2, Roosevelt Rd./Ln. 174, Sec. 2, Roosevelt Rd.",35,1
0183,圓環站,32,12,大同區,20200927193430,25.053790,121.514179,南京西路/重慶北路一段(西南側)(鄰近寧夏夜市),Datong Dist.,Yuanhuan,"Nanjing W. Rd./Sec. 1, Chongqing N. Rd.",20,1
0184,劍潭社區,42,24,中山區,20200927193417,25.084759 ,121.537892 ,通北街143號前,Zhongshan Dist.,Jiantan Community,"No.143, Tongbei St.",18,1
0185,瑠公公園,30,0,大安區,20200612102142,25.042342 ,121.546050 ,大安路一段/大安路一段75巷(西側)(鄰近東區地下街),Daan Dist.,LiuGong Park,"Ln. 75, Sec. 1/Ln. 75, Sec. 1, Da’an Rd.",0,0
0186,臺北市立大學,82,18,中正區,20200927193434,25.035414 ,121.514218 ,愛國西路/公園路(西北側)(鄰近台北市立教育大學),Zhongzheng Dist.,University of Taipei,Aiguo W. Rd./Gongyuan Rd.,64,1
0187,仁愛延吉街口,34,9,大安區,20200927193416,25.037465 ,121.555769 ,仁愛路四段/延吉街(東南側)(鄰近大安親子館),Daan Dist.,Renai & Yanji Intersection,"Sec. 4, Ren’ai Rd./Yanji St.",24,1
0188,社子國小,56,19,士林區,20200927193434,25.090293 ,121.501890 ,延平北路六段/社中街(社子國小對面跨提便道橋下),Shilin Dist.,Taipei Municipal Shezi Elementary School,"Sec. 6, Yanping N. Rd./Shezhong St.",37,1
0189,金瑞公園(金龍路),38,6,內湖區,20200927193436,25.087987,121.58781,金龍路213巷1弄7號前,Neihu Dist.,JinRui Park,"No.7, Aly. 1, Ln. 213, Jinlong Rd.",32,1
0190,捷運大直站(3號出口),40,12,中山區,20200927193434,25.079278 ,121.546683 ,北安路458巷41弄/北安路536巷(捷運大直站3號出口前人行道),Zhongshan Dist.,MRT Dazhi Sta. (Exit 3),"Aly. 41, Ln. 458, Bei’an Rd./Ln. 536, Bei’an Rd.",18,1
0191,捷運大湖公園站(2號出口),58,32,內湖區,20200927193429,25.083873,121.60206,成功路五段/大湖山莊街(大湖公園地下停車場旁)(鄰近大湖公園),Neihu Dist.,MRT Dahu Park Sta. (Exit 2),"Sec. 5, Chenggong Rd./Dahu Shanzhuang St.",24,1
0192,捷運葫洲站(1號出口),44,16,內湖區,20200927193419,25.072485 ,121.607955 ,康寧路三段/成功路五段450巷21弄(西北側)(捷運葫洲站1號出口前自行車停放區),Neihu Dist.,MRT Huzhou Sta. (Exit 1),"Sec. 3, Kangning Rd./Aly. 21, Ln. 450, Sec. 5, Chenggong Rd.",28,1
0193,舊莊區民活動中心,36,18,南港區,20200927193439,25.041277 ,121.619350 ,舊莊街一段91巷/舊莊街一段91巷12弄(舊莊區民活動中心前)(鄰近胡適公園),Nangang Dist.,Jiuzhuang Recreation Center,"Ln. 91, Sec. 1, Jiuzhuang St./Aly. 12, Ln. 91, Sec. 1, Jiuzhuang St.",18,1
0194,市民林森路口,50,30,中山區,20200927193437,25.047958 ,121.524388 ,市民大道二段/林森北路(東北側)(鄰近台北國際藝術村/台北希望廣場),Zhongshan Dist.,Civic Blvd Linsen Intersection,"Sec. 2, Civic Blvd./Linsen N. Rd.",20,1
0195,信義杭州路口(中華電信總公司),50,8,中正區,20200927193423,25.035851 ,121.523987 ,信義路一段/杭州南路一段(西北側)(鄰近國立中正紀念堂),Zhongzheng Dist.,Xinyi Hangzhou Intersection(Chunghwa Telecom),"Sec. 1, Xinyi Rd./Sec. 1, Hangzhou S. Rd.",41,1
0196,新湖國小,20,3,內湖區,20200927193419,25.068744 ,121.589233 ,民權東路六段/成功路二段320巷31弄(東南側)(鄰近防災科學教育館),Neihu Dist.,Xinhu Elementary School,"Sec. 6, Minquan E. Rd./Aly. 31, Ln. 320, Sec. 2, Chenggong Rd.",17,1
0197,饒河夜市(八德路側),34,15,松山區,20200927193434,25.049845,121.571885,八德路/松信路(西南側),Songshan Dist.,Raohe Night Market,The S.W. side of St.Wuchang & Road Longjiang.,19,1
0201,東陽公園,44,13,南港區,20200927193335,25.057164,121.597924,重陽路125巷26號至36-2號對面人行道,Nangang Dist.,Dongyang Park,"No.26 to No. 36-2, Ln. 125, Chongyang Rd. (opposite)",31,1
0202,捷運關渡站,60,16,北投區,20200927193439,25.124646,121.467336,大度路三段270巷/立功街55巷(西南側人行道),Beitou Dist.,MRT Guandu Sta.,"Ln. 270, Sec. 3, Dadu Rd./Ln. 55, Ligong St.",44,1
0203,古亭國中,40,14,萬華區,20200927193426,25.024487,121.510570,中華路二段465號對面人行道(古亭國中),Wanhua Dist.,Guting Junior High School,"No.465, Sec. 2, Zhonghua Rd. (opposite)",25,1
0204,臺北市立大學(天母校區),42,11,士林區,20200927193426,25.113625,121.537420,士東路276號至280號對面人行道,Shilin Dist.,University of Taipei Tianmu Campus,"No.276 to No. 280, Shidong Rd., (opposite)",31,1
0205,木柵光輝路口,24,17,文山區,20200927193442,24.988241,121.555610,木柵路一段290號西側人行道(木柵光輝路口),Wenshan Dist.,Mucha Guanghui Intersection,"No.290, Sec. 1, Muzha Rd.",7,1
0206,捷運辛亥站,32,11,文山區,20200927193424,25.005386,121.55716,辛亥路四段114號旁人行道(捷運辛亥站),Wenshan Dist.,MRT Xinhai Sta.,"No.114, Sec. 4, Xinhai Rd.",21,1
0207,福安國中,30,7,士林區,20200927193418,25.103242,121.487477,延平北路七段250號前人行道(福安國中),Shilin Dist.,Fu-an Junior Hight School,"No.250, Sec. 7, Yanping N. Rd.",22,1
0208,龍山國小,46,27,萬華區,20200927193417,25.035555,121.495342,和平西路三段280號對面人行道(龍山國小)(鄰近艋舺夜市(萬華夜市)),Wanhua Dist.,Longshan Elementary School,"No.280, Sec. 3, Heping W. Rd. (opposite)",18,1
0209,捷運復興崗站,42,17,北投區,20200927193426,25.137837,121.486071,中央北路三段17-1號對面人行道 (中央北路三段53巷側),Beitou Dist.,MRT Fuxinggang Sta.,"No.17-1, Sec. 3, Zhongyang N. Rd. (opposite)",25,1
0210,樂群二敬業四路口,60,41,中山區,20200927193442,25.079766,121.558135,樂群二路180號前廣場,Zhongshan Dist.,Lequn 2nd & Jingye 4th Intersection,"No.180, Lequn 2nd Rd.",19,1
0211,星雲金湖街口,40,23,內湖區,20200927193425,25.080915,121.597339,星雲街210巷11號旁平面停車場 ,Neihu Dist.,Xingyun & Jinhu Intersection,"No.11, Ln. 210, Xingyun St.",17,1
0212,北安大直街口,50,18,中山區,20200927193436,25.084223,121.549452,北安路676號前人行道 ,Zhongshan Dist.,Bei'an & Dazhi Intersection,"No.676, Bei’an Rd.",31,1
0213,蘭雅國小,30,18,士林區,20200927193435,25.107782,121.523107,磺溪街80號~82號對面人行道(蘭雅國小東側),Shilin Dist.,Lanya Elementary School,"No.80 to No.82, Huangxi St. (opposite)",12,1
0214,基河一期國宅,54,18,內湖區,20200927193440,25.055935,121.578645,南京東路六段131號至137號對面綠地,Neihu Dist.,Jihe First Phase Republic Housing,"No.131 to No.137, Sec. 6, Nanjing E. Rd. (opposite)",36,1
0215,捷運北門站(3號出口),62,43,大同區,20200927193436,25.049930,121.510367,鄭州路/塔城街(西南側)(捷運北門站3號出口)(鄰近海關博物館/北門-承恩門),Datong Dist.,MRT Beimen Sta. (Exit.3),Zhengzhou Rd./Tacheng St.(southwest),19,1
0216,培英公園,50,20,中山區,20200927193428,25.082553,121.544601,崇實路/大直街62巷(東南側),Zhongshan Dist.,Peiying Park,Chongshi Rd./Dazhi St. (southeast),30,1
0217,臺北花市,40,4,內湖區,20200927193440,25.062645,121.574267,新湖三路28號前人行道(鄰近台北花市),Neihu Dist.,Taipei Flowers Auction,"No.28, Xinhu 3rd Rd.",36,1
0218,松山高中,42,16,信義區,20200927193430,25.043299,121.564108,基隆路一段172巷15號對面人行道(松山高中),Xinyi Dist.,SONG-SHAN Senior High School,"No.15, Ln. 172, Sec. 1, Keelung Rd. (opposite)",26,1
0219,大理高中,38,9,萬華區,20200927193432,25.031147,121.490740,環河南路二段300號對面人行道(大理高中),Wanhua Dist.,Dali High School,"No.300, Sec. 2, Huanhe S. Rd. (opposite)",29,1
0220,大稻埕公園,36,15,大同區,20200927193441,25.059162,121.510512,安西街1巷15號對面人行道(大稻埕公園),Datong Dist.,Dadaocheng Park,"No.15, Ln. 1, Anxi St. (opposite)",21,1
0221,泰和公園,40,21,信義區,20200927193428,25.019276,121.57107,吳興街583巷67弄(泰和公園),Xinyi Dist.,Taihe Park,"No.5, Aly. 67, Ln. 600, Wuxing St. (opposite)",19,1
0222,撫順公園,30,4,中山區,20200927193439,25.064108,121.522065,中山北路2段180號對面(鄰近大同大學/雙城街夜市),Zhongshan Dist.,Fushun Park,"No.180, Sec. 2, Zhongshan N. Rd. (opposite)",26,1
0223,清江國小,40,5,北投區,20200927193429,25.127400,121.507267,三合街一段/公館路西南側人行道(清江國小),Beitou Dist.,Qingjiang Elementary School,"Sec. 1, Sanhe St./Gongguan Rd.",35,1
0224,社正公園,40,6,士林區,20200927193424,25.088243,121.510535,社中街43號對面停車場(社正公園),Shilin Dist.,Shezheng Park,"No.43, Shezhong St. (opposite)",34,1
0225,臥龍樂業街口,40,20,大安區,20200927193434,25.018600,121.554839,臥龍街267號對面人行道(臥龍樂業街口),Daan Dist.,Wolong & Leye Intersection,"No.267, Wolong St. (opposite)",19,1
0226,向陽南港路口,32,21,南港區,20200927193419,25.054365,121.594228,向陽路49號旁人行道(向陽南港路口),Nangang Dist.,Xiangyang & Nangang Intersection,"No.49, Xiangyang Rd.",11,1
0227,麗山高中,40,15,內湖區,20200927193423,25.084244,121.576680,環山路二段131號對面人行道(麗山高中),Neihu Dist.,LiShan High School,"No.131, Sec. 2, Huanshan Rd. (opposite)",25,1
0228,捷運萬芳社區站,32,18,文山區,20200927193436,24.998811,121.56789,萬芳路60號西側廣場,Wenshan Dist.,MRT Wanfang Community Sta.,"No.60, Wanfang Rd. (west side)",12,1
0229,市民太原路口,34,8,大同區,20200927193419,25.049394,121.514611,鄭州路23號東側人行道(市民太原路口)(鄰近台北地下街/台北車站),Datong Dist.,Civic & Taiyuan Intersection,"No.23, Zhengzhou Rd. (east side)",25,1
0230,湖光國宅,36,15,內湖區,20200927193432,25.075366,121.580811,文德路22巷67號對面綠地,Neihu Dist.,Huguang Republic Housing,"No.67, Ln. 22, Wende Rd. (opposite)",21,1
0231,內政部營建署,40,11,松山區,20200927193422,25.047805,121.545022,八德路二段342號東側人行道(鄰近微風廣場/黑松世界),Songshan Dist.,Construction & Planning Agency,"No.342, Sec. 2, Bade Rd. (east side)",29,1
0232,中山天母路口,44,15,士林區,20200927193423,25.118843,121.529738,天母西路3-55號前人行道,Shilin Dist.,Zhongshan & Tianmu Intersection,"No.3-55, Tianmu W. Rd.",29,1
0233,捷運忠義站,50,9,北投區,20200927193424,25.131411,121.474155,中央北路四段262號對面人行道,Beitou Dist.,MRT Zhongyi Sta.,"No.262, Sec. 4, Zhongyang N. Rd. (opposite)",41,1
0234,永欣綠地,38,26,北投區,20200927193428,25.124162,121.526071,行義路1號對面停車場,Beitou Dist.,Yongxin Green Area,"No.1, Xingyi Rd. (opposite)",11,1
0235,市民東興路口,30,10,松山區,20200927193424,25.048460,121.565928,市民大道五段193號前方人行道(鄰近台北機廠),Songshan Dist.,Civic Blvd & Dongxing Intersection,"No.193, Sec. 5, Civic Blvd.",20,1
0236,關渡自然公園,36,31,北投區,20200927193417,25.119292,121.469138,關渡路68號對面人行道,Beitou Dist.,Guandu Nature Park,"No.68, Guandu Rd. (opposite)",4,1
0237,文山第二行政中心,38,22,文山區,20200927193432,25.001149,121.551418,興隆路二段130巷30號對面人行道,Wenshan Dist.,Wenshan 2nd District Office,"No.30, Ln. 130, Sec. 2, Xinglong Rd. (opposite)",16,1
0238,瑞湖陽光街口,32,16,內湖區,20200927193438,25.073119,121.575965,瑞湖街101號對面人行道,Neihu Dist.,Ruihu & Yangguang Intersection,"No.101, Ruihu St. (opposite)",16,1
0239,新明路262巷口,18,10,內湖區,20200927193441,25.056641,121.583403,新明路/新明路262巷口(東側),Neihu Dist.,"Ln. 262., Xinming Rd. Intersection","Xinming Rd. / Ln. 262., Xinming Rd.",7,1
0240,南京建國路口,58,0,中山區,20200731093031,25.052141,121.536802,南京東路二段/建國北路二段(北側)(鄰近袖珍博物館),Zhongshan Dist.,Nanjing Jianguo Intersection,"Sec. 2, Nanjing E. Rd./Sec. 2, Jianguo N. Rd.",0,1
0241,林口公園,38,17,信義區,20200927193444,25.038943,121.579146,林口街72號對面公園(林口公園),Xinyi Dist.,Linkou Park,"No.72, Linkou St. (opposite)",21,1
0242,關渡宮,40,4,北投區,20200927193438,25.117472,121.463161,大度路三段301巷223-5號西北側停車場(鄰近關渡宮),Beitou Dist.,Kuantu Temple,"No.223-5, Sec. 3, Dadu Rd.",35,1
0243,社子公園,30,3,士林區,20200927193433,25.090202,121.506219,永平街20巷37弄/永平街20巷11弄(社子公園南側),Shilin Dist.,Shezi Park,"Aly. 37, Ln. 20, Yongping St./Aly. 11, Ln. 20, Yongping St.",27,1
0244,復興市民路口,46,20,中山區,20200927193420,25.045908,121.543736,復興南路一段36-9號前人行道(復興市民路口)(鄰近微風廣場/黑松世界),Zhongshan Dist.,Fuxing & Civic Intersection,"No.36-9, Sec. 1, Fuxing S. Rd.",26,1
0245,捷運中山國中站,44,12,中山區,20200927193421,25.060632,121.544028,復興北路370號前方人行道(捷運中山國中站),Zhongshan Dist.,MRT Zhongshan Junior High School Sta.,"No.370, Fuxing N. Rd.",30,1
0246,國立故宮博物院,40,8,士林區,20200927193423,25.098743,121.548086,至善路二段155號對面停車場(鄰近至德園),Shilin Dist.,National Palace Museum,"No.155, Sec. 2, Zhishan Rd.(oppsite)",32,1
0247,木柵公園,34,18,文山區,20200927193417,24.987144,121.560627,興隆路四段50號前人行道(木柵公園),Wenshan Dist.,Mucha Park,"No.50, Sec. 4, Xinglong Rd.",16,1
0248,喬治工商,32,12,大安區,20200927193437,25.027123,121.555566,基隆路二段166號前(喬治工商),Daan Dist.,George Vocational High School of Taipei,"No.166, Sec. 2, Keelung Rd.",20,1
0249,中華桂林路口,32,13,萬華區,20200927193435,25.037706,121.506624,中華路一段206號前方廣場(鄰近國軍歷史文物館),Wanhua Dist.,Zhonghua & Guilin Intersection,"No.206, Sec. 1, Zhonghua Rd.",19,1
0250,忠孝東路三段217巷口,38,14,大安區,20200927193424,25.041840,121.539873,忠孝東路三段221號前方人行道,Daan Dist.,"Ln. 217, Sec. 3, Zhongxiao E. Rd","No.221, Sec. 3, Zhongxiao E. Rd.",24,1
0251,華齡公園,36,21,士林區,20200927193423,25.083023,121.520692,劍潭路80對面公園(華齡公園),Shilin Dist.,Hualing Park,"No.80, Jiantan Rd.(oppsite)",15,1
0252,大安運動中心,34,17,大安區,20200927193423,25.020544,121.545608,辛亥路三段55號前方人行道(大安運動中心)(鄰近國立臺北教育大學),Daan Dist.,Daan Sports Center,"No.55, Sec. 3, Xinhai Rd.",16,1
0253,芝山抽水站,34,13,士林區,20200927193415,25.101423,121.527990,至誠路二段80號對面人行道(芝山抽水站)(鄰近雙溪生活水岸自行車道),Shilin Dist.,Zhishan Pumping Sta.,"No.80, Sec. 2, Zhicheng Rd.(oppsite)",21,1
0254,立功立德路口,58,17,北投區,20200927193436,25.125377,121.471482,立功街/立德路(西南側人行道),Beitou Dist.,Ligong Lide Intersection,Ligong St./Lide Rd.,41,1
0255,光復南路22巷口,30,17,松山區,20200927193319,25.046914,121.557674,光復南路23號對面人行道,Songshan Dist.,"Ln. 22, Guangfu S. Rd.","No.23, Guangfu S. Rd.(oppsite)",13,1
0256,中山中正路口,40,11,士林區,20200927193432,25.096507,121.527526,中山北路五段609-625號前人行道(中山中正路口)(鄰近福林公園),Shilin Dist.,Zhongshan & Zhongzheng  Intersection,"No.609 to No.625, Sec. 5, Zhongshan N. Rd.",29,1
0257,錦德公園,34,20,萬華區,20200927193444,25.023316,121.492637,德昌街243號對面公園(錦德公園),Wanhua Dist.,Jinde Park,"No.243, Dechang St.(oppsite)",13,1
0258,聯合醫院中興院區,40,8,大同區,20200927193442,25.052096,121.507979,長安西路299-2號對面人行道(鄰近海關博物館),Datong Dist.,Taipei City Hospital (Zhongxing Branch),"No.299-2, Chang’an W. Rd.(oppsite)",32,1
0259,南京遼寧街口,36,13,中山區,20200927193441,25.051761,121.542168,南京東路三段189號對面(南京遼寧街口東南側)(鄰近遼寧夜市),Zhongshan Dist.,Nanjing & Liaoning Intersection,"No.189, Sec. 3, Nanjing E. Rd.(oppsite)",23,1
0260,民權瑞光路口,36,17,內湖區,20200927193429,25.068616,121.583991,民權東路六段50號前人行道,Neihu Dist.,Minquan & Ruiguang Intersection,"No.50, Sec. 6, Minquan E. Rd.",18,1
0261,健康新城,44,10,松山區,20200927193422,25.054095,121.560928,健康路177號前人行道(健康新城),Songshan Dist.,Jiankang New Village,"No.177, Jiankang Rd.",33,1
0262,永安藝文館-表演36房,28,15,文山區,20200927193419,24.984144,121.569064,木新路二段156號前人行道(永安市場),Wenshan Dist.,YONG AN ART CENTER - Performing Arts School 36,"No.156, Sec. 2, Muxin Rd.",13,1
0263,至善臨溪路口,38,11,士林區,20200927193420,25.097103,121.542153,至善路一段/臨溪路(東南側),Shilin Dist.,Zhishan Linxi Intersection,"Sec. 1, Zhishan Rd./ Linxi Rd. intersection",27,1
0264,秀山區民活動中心,28,16,北投區,20200927193418,25.145936,121.493009,秀山路50號北側道路路側,Beitou Dist.,Xiushan Community Center,"No.50, Xiushan Rd.",11,1
0265,中央北路四段30巷口,30,9,北投區,20200927193417,25.135394,121.478000,中央北路四段30巷8號對面路側(鄰近北投行天宮),Beitou Dist.,"Ln. 30, Sec. 4, Zhongyang N. Rd.","No.8, Ln. 30, Sec. 4, Zhongyang N. Rd.",21,1
0266,洲子一號公園,34,12,內湖區,20200927193436,25.080258,121.564806,基湖路32號南側公園,Neihu Dist.,Zhouzhi Park No.1,"No.32, Jihu Rd.",22,1
0267,八德中坡路口,38,6,南港區,20200927193427,25.050620,121.580194,八德路四段869號前方人行道(鄰近饒河街夜市),Nangang Dist.,Bade & Zhongpo Intersection,"No.869, Sec. 4, Bade Rd.",32,1
0268,南港高工,30,13,南港區,20200927193429,25.056655,121.607055,興中路29號前方人行道,Nangang Dist.,Nangang Vocational High School,"No.29, Xingzhong Rd.",17,1
0269,三軍總醫院,30,13,內湖區,20200927193417,25.070723,121.590304,成功路二段/成功路二段323巷東北角人行道(鄰近防災科學教育館),Neihu Dist.,Tri-Service General Hospital,"Sec. 2, Chenggong Rd./Ln. 323, Sec. 2, Chenggong Rd.(Intersection)",16,1
0270,雨農國小,34,23,士林區,20200927193442,25.105429,121.529217,忠義街6號對面人行道(雨農國小)(鄰近芝山岩/芝山巖惠濟宮/芝山文化生態綠園),Shilin Dist.,Yu Nong Elementary School,"No.6, Zhongyi St.(oppsite)",11,1
0271,伊通長安路口,28,13,中山區,20200927193443,25.048334,121.534693,伊通街/長安東路二段(交叉口西南側路側)(鄰近袖珍博物館/樹火紀念紙博物館),Zhongshan Dist.,Yitong & Chang'an Intersection,"Yitong St./Sec. 2, Chang’an E. Rd. intersection(Southwest)",15,1
0272,忠順區民活動中心,32,22,文山區,20200927193420,24.984707,121.563125,忠順街二段22號前方人行道(忠順區民活動中心),Wenshan Dist.,Zhongshun Public Places,"No.22, Sec. 2, Zhongshun St.",10,1
0273,芝山國小,38,12,士林區,20200927193436,25.110437,121.535954,德行東路/德行東路283巷東北角人行道(芝山國小),Shilin Dist.,Zhishan Elementary School,"Dexing E. Rd./Ln. 283, Dexing E. Rd.Intersection(northeast)",26,1
